OrderDate,StockDate,OrderNumber,ProductKey,CustomerKey,TerritoryKey,OrderLineItem,OrderQuantity,ProductSubcategoryKey,ProductSKU,ProductName,ModelName,ProductDescription,ProductColor,ProductSize,ProductStyle,ProductCost,ProductPrice
2022-10-16 00:00:00,2022-08-18 00:00:00,SO47836,356,28707.0,7.0,1,1.0,1,BK-M68S-46,"Mountain-200 Silver, 46",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Silver,46,U,1117.8559,2071.4196
2022-10-16 00:00:00,2022-08-21 00:00:00,SO47838,371,13456.0,1.0,1,1.0,2,BK-R89R-58,"Road-250 Red, 58",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Red,58,U,1320.6838,2181.5625
2022-10-17 00:00:00,2022-07-13 00:00:00,SO47847,368,16278.0,8.0,1,1.0,2,BK-R89R-44,"Road-250 Red, 44",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Red,44,U,1518.7864,2443.35
2022-10-17 00:00:00,2022-07-14 00:00:00,SO47849,322,15342.0,4.0,1,1.0,2,BK-R50R-60,"Road-650 Red, 60",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Red,60,U,413.1463,699.0982
2022-10-17 00:00:00,2022-08-23 00:00:00,SO47845,369,16206.0,8.0,1,1.0,2,BK-R89R-48,"Road-250 Red, 48",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Red,48,U,1518.7864,2443.35
2022-10-17 00:00:00,2022-08-16 00:00:00,SO47848,358,26328.0,4.0,1,1.0,1,BK-M68B-38,"Mountain-200 Black, 38",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Black,38,U,1105.81,2049.0982
2022-10-17 00:00:00,2022-10-02 00:00:00,SO47846,368,14779.0,7.0,1,1.0,2,BK-R89R-44,"Road-250 Red, 44",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Red,44,U,1518.7864,2443.35
2022-10-17 00:00:00,2022-06-27 00:00:00,SO47850,320,15350.0,1.0,1,1.0,2,BK-R50R-58,"Road-650 Red, 58",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Red,58,U,413.1463,699.0982
2022-10-18 00:00:00,2022-08-06 00:00:00,,354,26342.0,4.0,1,1.0,1,BK-M68S-42,"Mountain-200 Silver, 42",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Silver,42,U,1117.8559,2071.4196
2022-10-18 00:00:00,2022-07-17 00:00:00,SO47855,354,12987.0,9.0,1,,1,BK-M68S-42,"Mountain-200 Silver, 42",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Silver,42,U,1117.8559,2071.4196
2022-10-18 00:00:00,2022-09-22 00:00:00,SO47856,362,12995.0,9.0,1,1.0,1,BK-M68B-46,"Mountain-200 Black, 46",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Black,46,U,1105.81,2049.0982
2022-10-18 00:00:00,2022-08-15 00:00:00,SO47854,320,15341.0,4.0,1,1.0,2,BK-R50R-58,"Road-650 Red, 58",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Red,58,U,413.1463,699.0982
2022-10-18 00:00:00,2022-09-06 00:00:00,SO47857,360,13024.0,9.0,1,1.0,1,BK-M68B-42,"Mountain-200 Black, 42",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Black,42,U,1105.81,2049.0982
2022-10-18 00:00:00,2022-08-21 00:00:00,SO47851,358,26331.0,1.0,1,1.0,1,BK-M68B-38,"Mountain-200 Black, 38",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Black,38,U,1105.81,2049.0982
2022-10-18 00:00:00,2022-06-24 00:00:00,SO47853,362,26487.0,1.0,1,1.0,1,BK-M68B-46,"Mountain-200 Black, 46",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Black,46,U,1105.81,2049.0982
2022-10-19 00:00:00,2022-07-08 00:00:00,SO47869,326,26190.0,9.0,1,1.0,2,BK-R50R-44,"Road-650 Red, 44",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Red,44,U,413.1463,699.0982
2022-10-19 00:00:00,2022-08-23 00:00:00,SO47858,385,19302.0,10.0,1,1.0,2,BK-R64Y-42,"Road-550-W Yellow, 42",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Yellow,42,W,605.6492,1000.4375
2022-10-19 00:00:00,2022-07-09 00:00:00,SO47860,352,26339.0,1.0,1,1.0,1,BK-M68S-38,"Mountain-200 Silver, 38",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Silver,38,U,1117.8559,2071.4196
2022-10-19 00:00:00,2022-08-30 00:00:00,SO47862,379,22199.0,9.0,1,1.0,2,BK-R89B-58,"Road-250 Black, 58",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Black,58,U,1320.6838,2181.5625
2022-10-19 00:00:00,2022-07-24 00:00:00,SO47865,352,12701.0,9.0,1,,1,BK-M68S-38,"Mountain-200 Silver, 38",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Silver,38,U,1117.8559,2071.4196
2022-10-19 00:00:00,2022-07-14 00:00:00,SO47867,360,12991.0,9.0,1,1.0,1,BK-M68B-42,"Mountain-200 Black, 42",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Black,42,U,1105.81,2049.0982
2022-10-19 00:00:00,2022-06-27 00:00:00,SO47868,354,13021.0,9.0,1,1.0,1,BK-M68S-42,"Mountain-200 Silver, 42",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Silver,42,U,1117.8559,2071.4196
2022-10-19 00:00:00,2022-09-16 00:00:00,SO47866,352,12990.0,9.0,1,1.0,1,BK-M68S-38,"Mountain-200 Silver, 38",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Silver,38,U,1117.8559,2071.4196
2022-10-19 00:00:00,2022-08-30 00:00:00,SO47861,356,20470.0,6.0,1,1.0,1,BK-M68S-46,"Mountain-200 Silver, 46",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Silver,46,U,1117.8559,2071.4196
2022-10-19 00:00:00,2022-07-09 00:00:00,SO47864,373,21966.0,9.0,1,1.0,2,BK-R89B-44,"Road-250 Black, 44",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Black,44,U,1320.6838,2181.5625
2022-10-20 00:00:00,2022-10-03 00:00:00,SO47871,371,14708.0,7.0,1,1.0,2,BK-R89R-58,"Road-250 Red, 58",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Red,58,U,1320.6838,2181.5625
2022-10-20 00:00:00,2022-10-05 00:00:00,SO47877,322,20851.0,10.0,1,1.0,2,BK-R50R-60,"Road-650 Red, 60",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Red,60,U,413.1463,699.0982
2022-10-20 00:00:00,2022-09-23 00:00:00,SO47870,383,19305.0,10.0,1,,2,BK-R64Y-40,"Road-550-W Yellow, 40",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Yellow,40,W,605.6492,1000.4375
2022-10-20 00:00:00,2022-09-22 00:00:00,SO47874,373,13462.0,1.0,1,1.0,2,BK-R89B-44,"Road-250 Black, 44",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Black,44,U,1320.6838,2181.5625
2022-10-20 00:00:00,2022-08-11 00:00:00,SO47873,383,26321.0,6.0,1,1.0,2,BK-R64Y-40,"Road-550-W Yellow, 40",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Yellow,40,W,605.6492,1000.4375
2022-10-20 00:00:00,2022-09-01 00:00:00,SO47875,375,25992.0,6.0,1,1.0,2,BK-R89B-48,"Road-250 Black, 48",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Black,48,U,1320.6838,2181.5625
2022-10-20 00:00:00,2022-09-01 00:00:00,SO47875,375,25992.0,6.0,1,1.0,2,BK-R89B-48,"Road-250 Black, 48",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Black,48,U,1320.6838,2181.5625
2022-10-20 00:00:00,2022-08-20 00:00:00,SO47872,379,14790.0,7.0,1,1.0,2,BK-R89B-58,"Road-250 Black, 58",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Black,58,U,1320.6838,2181.5625
2022-10-20 00:00:00,2022-08-09 00:00:00,SO47876,338,20848.0,10.0,1,1.0,2,BK-R50B-44,"Road-650 Black, 44",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Black,44,U,413.1463,699.0982
2022-10-20 00:00:00,2022-07-31 00:00:00,SO47878,358,12702.0,9.0,1,1.0,1,BK-M68B-38,"Mountain-200 Black, 38",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Black,38,U,1105.81,2049.0982
2022-10-21 00:00:00,2022-07-05 00:00:00,SO47886,358,13011.0,9.0,1,1.0,1,BK-M68B-38,"Mountain-200 Black, 38",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Black,38,U,1105.81,2049.0982
2022-10-21 00:00:00,2022-06-28 00:00:00,,385,24901.0,9.0,1,1.0,2,BK-R64Y-42,"Road-550-W Yellow, 42",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Yellow,42,W,605.6492,1000.4375
2022-10-21 00:00:00,2022-07-08 00:00:00,,354,13050.0,9.0,1,1.0,1,BK-M68S-42,"Mountain-200 Silver, 42",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Silver,42,U,1117.8559,2071.4196
2022-10-21 00:00:00,2022-10-03 00:00:00,SO47881,379,16553.0,10.0,1,1.0,2,BK-R89B-58,"Road-250 Black, 58",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Black,58,U,1320.6838,2181.5625
2022-10-21 00:00:00,2022-06-25 00:00:00,SO47879,387,18157.0,8.0,1,1.0,2,BK-R64Y-44,"Road-550-W Yellow, 44",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Yellow,44,W,605.6492,1000.4375
2022-10-21 00:00:00,2022-07-02 00:00:00,SO47880,360,28689.0,7.0,1,1.0,1,BK-M68B-42,"Mountain-200 Black, 42",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Black,42,U,1105.81,2049.0982
2022-10-21 00:00:00,2022-08-03 00:00:00,SO47887,356,13012.0,9.0,1,1.0,1,BK-M68S-46,"Mountain-200 Silver, 46",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Silver,46,U,1117.8559,2071.4196
2022-10-21 00:00:00,2022-09-23 00:00:00,,352,26481.0,4.0,1,1.0,1,BK-M68S-38,"Mountain-200 Silver, 38",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Silver,38,U,1117.8559,2071.4196
2022-10-21 00:00:00,2022-08-04 00:00:00,SO47882,375,13464.0,4.0,1,1.0,2,BK-R89B-48,"Road-250 Black, 48",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Black,48,U,1320.6838,2181.5625
2022-10-21 00:00:00,2022-08-04 00:00:00,SO47882,375,13464.0,4.0,1,1.0,2,BK-R89B-48,"Road-250 Black, 48",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Black,48,U,1320.6838,2181.5625
2022-10-22 00:00:00,2022-09-01 00:00:00,SO47895,332,15347.0,4.0,1,1.0,2,BK-R50B-58,"Road-650 Black, 58",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Black,58,U,413.1463,699.0982
2022-10-22 00:00:00,2022-07-02 00:00:00,SO47890,370,16263.0,8.0,1,1.0,2,BK-R89R-52,"Road-250 Red, 52",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Red,52,U,1518.7864,2443.35
2022-10-22 00:00:00,2022-07-26 00:00:00,SO47893,371,25989.0,6.0,1,1.0,2,BK-R89R-58,"Road-250 Red, 58",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Red,58,U,1320.6838,2181.5625
2022-10-22 00:00:00,2022-06-28 00:00:00,SO47892,389,26373.0,6.0,1,1.0,2,BK-R64Y-48,"Road-550-W Yellow, 48",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Yellow,48,W,605.6492,1000.4375
2022-10-22 00:00:00,2022-09-06 00:00:00,,377,16541.0,10.0,1,1.0,2,BK-R89B-52,"Road-250 Black, 52",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Black,52,U,1320.6838,2181.5625
2022-10-22 00:00:00,2022-07-07 00:00:00,SO47894,358,26344.0,4.0,1,1.0,1,BK-M68B-38,"Mountain-200 Black, 38",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Black,38,U,1105.81,2049.0982
2022-10-22 00:00:00,2022-08-23 00:00:00,SO47891,373,16290.0,8.0,1,1.0,2,BK-R89B-44,"Road-250 Black, 44",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Black,44,U,1320.6838,2181.5625
2022-10-23 00:00:00,2022-09-21 00:00:00,SO47902,360,13076.0,9.0,1,1.0,1,BK-M68B-42,"Mountain-200 Black, 42",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Black,42,U,1105.81,2049.0982
2022-10-23 00:00:00,2022-07-23 00:00:00,SO47899,358,12996.0,9.0,1,1.0,1,BK-M68B-38,"Mountain-200 Black, 38",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Black,38,U,1105.81,2049.0982
2022-10-23 00:00:00,2022-07-09 00:00:00,,354,13075.0,9.0,1,1.0,1,BK-M68S-42,"Mountain-200 Silver, 42",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Silver,42,U,1117.8559,2071.4196
2022-10-23 00:00:00,2022-08-22 00:00:00,,362,13035.0,9.0,1,1.0,1,BK-M68B-46,"Mountain-200 Black, 46",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Black,46,U,1105.81,2049.0982
2022-10-23 00:00:00,2022-06-27 00:00:00,SO47897,377,16573.0,10.0,1,1.0,2,BK-R89B-52,"Road-250 Black, 52",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Black,52,U,1320.6838,2181.5625
2022-10-23 00:00:00,2022-09-03 00:00:00,SO47898,322,19276.0,7.0,1,1.0,2,BK-R50R-60,"Road-650 Red, 60",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Red,60,U,413.1463,699.0982
2022-10-23 00:00:00,2022-09-05 00:00:00,SO47896,389,17206.0,7.0,1,1.0,2,BK-R64Y-48,"Road-550-W Yellow, 48",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Yellow,48,W,605.6492,1000.4375
2022-10-24 00:00:00,2022-08-29 00:00:00,SO47911,358,13077.0,9.0,1,1.0,1,BK-M68B-38,"Mountain-200 Black, 38",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Black,38,U,1105.81,2049.0982
2022-10-24 00:00:00,2022-07-11 00:00:00,SO47910,352,13049.0,9.0,1,1.0,1,BK-M68S-38,"Mountain-200 Silver, 38",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Silver,38,U,1117.8559,2071.4196
2022-10-24 00:00:00,2022-07-14 00:00:00,SO47904,377,16562.0,10.0,1,1.0,2,BK-R89B-52,"Road-250 Black, 52",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Black,52,U,1320.6838,2181.5625
2022-10-24 00:00:00,2022-07-17 00:00:00,SO47907,369,21999.0,9.0,1,1.0,2,BK-R89R-48,"Road-250 Red, 48",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Red,48,U,1518.7864,2443.35
2022-10-24 00:00:00,2022-07-11 00:00:00,SO47903,368,14714.0,7.0,1,1.0,2,BK-R89R-44,"Road-250 Red, 44",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Red,44,U,1518.7864,2443.35
2022-10-24 00:00:00,2022-07-19 00:00:00,SO47905,373,29336.0,6.0,1,1.0,2,BK-R89B-44,"Road-250 Black, 44",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Black,44,U,1320.6838,2181.5625
2022-10-24 00:00:00,2022-07-17 00:00:00,SO47909,356,12999.0,9.0,1,1.0,1,BK-M68S-46,"Mountain-200 Silver, 46",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Silver,46,U,1117.8559,2071.4196
2022-10-24 00:00:00,2022-07-09 00:00:00,SO47908,362,20468.0,6.0,1,1.0,1,BK-M68B-46,"Mountain-200 Black, 46",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Black,46,U,1105.81,2049.0982
2022-10-24 00:00:00,2022-08-18 00:00:00,SO47906,338,27082.0,6.0,1,1.0,2,BK-R50B-44,"Road-650 Black, 44",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Black,44,U,413.1463,699.0982
2022-10-25 00:00:00,2022-10-08 00:00:00,SO47917,358,13001.0,9.0,1,1.0,1,BK-M68B-38,"Mountain-200 Black, 38",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Black,38,U,1105.81,2049.0982
2022-10-25 00:00:00,2022-10-05 00:00:00,,368,29159.0,6.0,1,1.0,2,BK-R89R-44,"Road-250 Red, 44",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Red,44,U,1518.7864,2443.35
2022-10-25 00:00:00,2022-08-21 00:00:00,SO47915,360,26351.0,4.0,1,1.0,1,BK-M68B-42,"Mountain-200 Black, 42",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Black,42,U,1105.81,2049.0982
2022-10-25 00:00:00,2022-07-02 00:00:00,SO47914,334,20556.0,8.0,1,1.0,2,BK-R50B-60,"Road-650 Black, 60",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Black,60,U,413.1463,699.0982
2022-10-25 00:00:00,2022-08-10 00:00:00,SO47912,360,28724.0,7.0,1,1.0,1,BK-M68B-42,"Mountain-200 Black, 42",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Black,42,U,1105.81,2049.0982
2022-10-25 00:00:00,2022-10-01 00:00:00,SO47916,383,24903.0,9.0,1,1.0,2,BK-R64Y-40,"Road-550-W Yellow, 40",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Yellow,40,W,605.6492,1000.4375
2022-10-25 00:00:00,2022-07-19 00:00:00,SO47918,362,13006.0,9.0,1,1.0,1,BK-M68B-46,"Mountain-200 Black, 46",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Black,46,U,1105.81,2049.0982
2022-10-26 00:00:00,2022-08-07 00:00:00,SO47923,358,26486.0,4.0,1,1.0,1,BK-M68B-38,"Mountain-200 Black, 38",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Black,38,U,1105.81,2049.0982
2022-10-26 00:00:00,2022-08-25 00:00:00,SO47925,385,24900.0,9.0,1,1.0,2,BK-R64Y-42,"Road-550-W Yellow, 42",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Yellow,42,W,605.6492,1000.4375
2022-10-26 00:00:00,2022-06-28 00:00:00,SO47926,360,13079.0,9.0,1,1.0,1,BK-M68B-42,"Mountain-200 Black, 42",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Black,42,U,1105.81,2049.0982
2022-10-26 00:00:00,2022-08-25 00:00:00,SO47927,330,26188.0,9.0,1,1.0,2,BK-R50R-52,"Road-650 Red, 52",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Red,52,U,413.1463,699.0982
2022-10-26 00:00:00,2022-07-19 00:00:00,SO47919,381,17216.0,7.0,1,1.0,2,BK-R64Y-38,"Road-550-W Yellow, 38",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Yellow,38,W,605.6492,1000.4375
2022-10-26 00:00:00,2022-07-03 00:00:00,SO47922,379,13468.0,1.0,1,1.0,2,BK-R89B-58,"Road-250 Black, 58",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Black,58,U,1320.6838,2181.5625
2022-10-26 00:00:00,2022-08-28 00:00:00,SO47924,377,22171.0,9.0,1,1.0,2,BK-R89B-52,"Road-250 Black, 52",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Black,52,U,1320.6838,2181.5625
2022-10-26 00:00:00,2022-08-23 00:00:00,SO47921,379,14796.0,7.0,1,1.0,2,BK-R89B-58,"Road-250 Black, 58",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Black,58,U,1320.6838,2181.5625
2022-10-26 00:00:00,2022-10-01 00:00:00,SO47920,358,12282.0,10.0,1,1.0,1,BK-M68B-38,"Mountain-200 Black, 38",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Black,38,U,1105.81,2049.0982
2022-10-27 00:00:00,2022-07-02 00:00:00,SO47929,368,29281.0,6.0,1,1.0,2,BK-R89R-44,"Road-250 Red, 44",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Red,44,U,1518.7864,2443.35
2022-10-27 00:00:00,2022-08-28 00:00:00,SO47930,377,21982.0,9.0,1,1.0,2,BK-R89B-52,"Road-250 Black, 52",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Black,52,U,1320.6838,2181.5625
2022-10-27 00:00:00,2022-08-05 00:00:00,SO47928,377,29154.0,6.0,1,1.0,2,BK-R89B-52,"Road-250 Black, 52",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Black,52,U,1320.6838,2181.5625
2022-10-28 00:00:00,2022-08-13 00:00:00,SO47935,375,22194.0,9.0,1,1.0,2,BK-R89B-48,"Road-250 Black, 48",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Black,48,U,1320.6838,2181.5625
2022-10-28 00:00:00,2022-08-13 00:00:00,SO47935,375,22194.0,9.0,1,1.0,2,BK-R89B-48,"Road-250 Black, 48",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Black,48,U,1320.6838,2181.5625
2022-10-28 00:00:00,2022-09-01 00:00:00,SO47933,373,16270.0,8.0,1,1.0,2,BK-R89B-44,"Road-250 Black, 44",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Black,44,U,1320.6838,2181.5625
2022-10-28 00:00:00,2022-09-23 00:00:00,SO47932,373,16561.0,10.0,1,1.0,2,BK-R89B-44,"Road-250 Black, 44",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Black,44,U,1320.6838,2181.5625
2022-10-28 00:00:00,2022-10-03 00:00:00,SO47931,370,16531.0,10.0,1,1.0,2,BK-R89R-52,"Road-250 Red, 52",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Red,52,U,1518.7864,2443.35
2022-10-28 00:00:00,2022-09-15 00:00:00,,385,14106.0,4.0,1,1.0,2,BK-R64Y-42,"Road-550-W Yellow, 42",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Yellow,42,W,605.6492,1000.4375
2022-10-28 00:00:00,2022-07-03 00:00:00,SO47936,324,26192.0,9.0,1,1.0,2,BK-R50R-62,"Road-650 Red, 62",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Red,62,U,413.1463,699.0982
2022-10-29 00:00:00,2022-07-17 00:00:00,SO47940,354,12994.0,9.0,1,1.0,1,BK-M68S-42,"Mountain-200 Silver, 42",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Silver,42,U,1117.8559,2071.4196
2022-10-29 00:00:00,2022-09-20 00:00:00,SO47941,356,13010.0,9.0,1,1.0,1,BK-M68S-46,"Mountain-200 Silver, 46",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Silver,46,U,1117.8559,2071.4196
2022-10-29 00:00:00,2022-07-15 00:00:00,SO47942,336,26167.0,9.0,1,1.0,2,BK-R50B-62,"Road-650 Black, 62",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Black,62,U,413.1463,699.0982
